@logo      B&M-General Particle Tracer
numderivs           0
cputime     3.000e+00
position    9.900e-01
            x           y           z         rxy          Bx          By          Bz           G           t           m           q      nmacro      rmacro          ID 
   9.926e-10  2.264e-10  9.900e-01  1.018e-09 -2.599e-02  1.834e-03  6.948e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  5.160e+02 
  -2.750e-09  1.580e-09  9.900e-01  3.171e-09  1.514e-02 -6.803e-03  6.951e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  5.200e+02 
   1.088e-09  1.026e-09  9.900e-01  1.496e-09 -7.268e-03 -8.383e-03  6.952e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  5.280e+02 
  -7.263e-10 -3.316e-09  9.900e-01  3.395e-09  2.769e-03  2.129e-02  6.950e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  5.360e+02 
  -3.931e-10  5.906e-10  9.900e-01  7.095e-10  3.890e-03 -6.644e-03  6.953e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  5.440e+02 
   3.606e-09  7.719e-10  9.900e-01  3.688e-09 -1.851e-02 -4.517e-03  6.951e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  5.520e+02 
  -1.570e-09 -2.014e-09  9.900e-01  2.554e-09  9.494e-03  1.020e-02  6.952e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  5.600e+02 
   3.420e-10  1.598e-09  9.900e-01  1.635e-09 -7.009e-03 -2.266e-02  6.949e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  5.680e+02 
   1.978e-10 -9.187e-11  9.900e-01  2.181e-10 -4.571e-03  3.060e-03  6.953e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  5.760e+02 
   1.228e-10 -1.281e-10  9.900e-01  1.774e-10  1.612e-02 -2.191e-02  6.948e-01  1.391e+00  6.764e-09  9.110e-31  1.602e-19  1.000e+00  0.000e+00  5.800e+02 
